id,raw_x,raw_y,refined_x,refined_y,ra_deg,dec_deg,ra_hms,dec_dms,peak_adu,dao_flux,net_flux,flux_err,snr,mag_inst,mag_inst_err,mag_calibrated,mag_calibrated_err,airmass
Auto_284,1157.79,240.39,1157.74,240.42,142.93055,44.25640,09h31m43.33s,+44d15m23.0s,1396.0,13266.000,16515.640,217.769,75.84,-10.545,0.014,13.152,0.113,1.1095
Auto_285,888.25,54.69,888.21,54.69,142.75612,44.25879,09h31m01.47s,+44d15m31.7s,1531.0,13241.000,16106.662,217.226,74.15,-10.518,0.015,13.179,0.113,1.1095
Auto_286,5235.79,179.05,5235.93,179.00,144.76350,45.12161,09h39m03.24s,+45d07m17.8s,1203.0,13114.000,16854.837,220.184,76.55,-10.567,0.014,13.130,0.113,1.1095
Auto_287,4802.70,2955.46,4802.84,2955.51,145.35696,44.13008,09h41m25.67s,+44d07m48.3s,1126.0,12951.000,19270.421,224.945,85.67,-10.712,0.013,12.984,0.113,1.1095
Auto_288,1658.21,3949.07,1658.21,3949.10,144.22290,43.16609,09h36m53.50s,+43d09m57.9s,1255.0,12891.000,16251.205,218.584,74.35,-10.527,0.015,13.169,0.113,1.1095
Auto_289,4592.88,2284.86,4593.07,2284.87,145.07253,44.30663,09h40m17.41s,+44d18m23.9s,1077.0,12844.000,16996.978,220.695,77.02,-10.576,0.014,13.120,0.113,1.1095
Auto_290,645.88,839.47,646.02,839.96,142.87845,43.95648,09h31m30.83s,+43d57m23.3s,1259.0,12789.000,19459.671,223.465,87.08,-10.723,0.012,12.974,0.113,1.1095
Auto_291,627.93,3020.52,627.98,3020.57,143.50255,43.25251,09h34m00.61s,+43d15m09.0s,1243.0,12760.000,15474.036,216.581,71.45,-10.474,0.015,13.222,0.113,1.1095
Auto_292,2668.44,294.07,2668.47,294.06,143.62488,44.55635,09h34m29.97s,+44d33m22.9s,1291.0,12740.000,16264.272,217.596,74.75,-10.528,0.015,13.168,0.113,1.1095
Auto_293,427.67,2792.52,427.72,2792.58,143.34882,43.28413,09h33m23.72s,+43d17m02.9s,1230.0,12736.000,15451.630,216.551,71.35,-10.472,0.015,13.224,0.113,1.1095
Auto_294,4220.66,1131.44,4220.76,1131.37,144.57336,44.60627,09h38m17.61s,+44d36m22.6s,1110.0,12730.000,17850.848,220.925,80.80,-10.629,0.013,13.067,0.113,1.1095
Auto_295,5810.79,1547.16,5810.98,1547.14,145.41966,44.79260,09h41m40.72s,+44d47m33.4s,1066.0,12705.000,16707.098,220.233,75.86,-10.557,0.014,13.139,0.113,1.1095
Auto_296,2843.20,27.66,2843.24,27.63,143.62619,44.67854,09h34m30.28s,+44d40m42.7s,1324.0,12646.000,16109.572,217.524,74.06,-10.518,0.015,13.179,0.113,1.1095
Auto_297,4891.43,651.27,4891.56,651.19,144.74181,44.89880,09h38m58.03s,+44d53m55.7s,1157.0,12634.000,17045.167,220.447,77.32,-10.579,0.014,13.117,0.113,1.1095
Auto_298,2165.45,2473.94,2165.52,2473.94,144.02927,43.74759,09h36m07.02s,+43d44m51.3s,1177.0,12593.000,16373.165,217.511,75.28,-10.535,0.014,13.161,0.113,1.1095
Auto_299,4693.49,2887.62,4693.68,2887.70,145.28832,44.13021,09h41m09.20s,+44d07m48.8s,1064.0,12563.000,17629.626,221.556,79.57,-10.616,0.014,13.081,0.113,1.1095
Auto_300,280.00,288.93,279.97,288.91,142.55556,44.05509,09h30m13.34s,+44d03m18.3s,1558.0,12466.000,15003.694,215.576,69.60,-10.440,0.016,13.256,0.113,1.1095
Auto_301,3749.93,1863.20,3750.06,1863.20,144.56918,44.27216,09h38m16.60s,+44d16m19.8s,1014.0,12345.000,16088.346,217.356,74.02,-10.516,0.015,13.180,0.113,1.1095
Auto_302,6094.90,907.86,6095.10,907.80,145.36805,45.05765,09h41m28.33s,+45d03m27.5s,1152.0,12337.000,16335.395,219.244,74.51,-10.533,0.015,13.164,0.113,1.1095
Auto_303,1984.61,3269.22,1984.65,3269.30,144.17548,43.45291,09h36m42.11s,+43d27m10.5s,1132.0,12315.000,15750.362,216.867,72.63,-10.493,0.015,13.203,0.113,1.1095
Auto_304,961.66,3876.28,961.63,3876.37,143.89402,43.04635,09h35m34.56s,+43d02m46.8s,1283.0,12195.000,15338.064,216.528,70.84,-10.464,0.015,13.232,0.113,1.1095
Auto_305,4878.40,757.42,4878.57,757.40,144.76643,44.86172,09h39m03.94s,+44d51m42.2s,1138.0,12171.000,17022.482,220.432,77.22,-10.578,0.014,13.119,0.113,1.1095
Auto_306,3443.65,4169.85,3443.76,4170.00,145.08231,43.45903,09h40m19.75s,+43d27m32.5s,928.0,12129.000,16139.783,218.549,73.85,-10.520,0.015,13.177,0.113,1.1095
Auto_307,1476.47,3397.88,1476.48,3397.87,143.98588,43.30658,09h35m56.61s,+43d18m23.7s,1131.0,12110.000,15238.793,216.024,70.54,-10.457,0.015,13.239,0.113,1.1095
Auto_308,1198.26,1701.61,1198.26,1701.63,143.37464,43.79568,09h33m29.91s,+43d47m44.4s,1216.0,12092.000,14815.783,215.177,68.85,-10.427,0.016,13.270,0.113,1.1095
Auto_309,750.37,1301.25,750.37,1301.26,143.05945,43.83044,09h32m14.27s,+43d49m49.6s,1288.0,12054.000,14537.199,215.417,67.48,-10.406,0.016,13.290,0.113,1.1095
Auto_310,4569.45,3292.90,4569.64,3292.99,145.34560,43.97279,09h41m22.94s,+43d58m22.0s,1044.0,11992.000,16880.509,220.728,76.48,-10.568,0.014,13.128,0.113,1.1095
Auto_311,3063.84,1504.36,3063.97,1504.42,144.15507,44.24746,09h36m37.22s,+44d14m50.9s,954.0,11989.000,15778.355,216.608,72.84,-10.495,0.015,13.201,0.113,1.1095
Auto_312,1951.92,1173.01,1951.95,1172.99,143.55798,44.12352,09h34m13.92s,+44d07m24.7s,1266.0,11913.000,14669.871,214.724,68.32,-10.416,0.016,13.280,0.113,1.1095
Auto_313,5030.90,2369.78,5031.11,2369.82,145.29604,44.36743,09h41m11.05s,+44d22m02.7s,948.0,11758.000,15688.056,218.406,71.83,-10.489,0.015,13.207,0.113,1.1095
Auto_314,992.24,3673.56,992.30,3673.60,143.84991,43.11786,09h35m23.98s,+43d07m04.3s,1096.0,11729.000,14376.815,213.772,67.25,-10.394,0.016,13.302,0.113,1.1095
Auto_315,1095.00,1155.02,1095.00,1155.01,143.16985,43.94980,09h32m40.76s,+43d56m59.3s,1375.0,11717.000,14109.909,213.670,66.04,-10.374,0.016,13.323,0.114,1.1095
Auto_316,2811.15,3786.30,2811.18,3786.40,144.69132,43.45490,09h38m45.92s,+43d27m17.7s,1061.0,11704.000,15664.357,217.100,72.15,-10.487,0.015,13.209,0.113,1.1095
Auto_317,4798.71,3569.54,4798.83,3569.63,145.52653,43.92857,09h42m06.37s,+43d55m42.8s,1022.0,11664.000,17579.581,221.318,79.43,-10.613,0.014,13.084,0.113,1.1095
Auto_318,2725.24,2857.86,2725.35,2857.89,144.39015,43.73864,09h37m33.64s,+43d44m19.1s,1006.0,11616.000,15220.132,215.505,70.63,-10.456,0.015,13.240,0.113,1.1095
Auto_319,5275.18,1700.44,5275.34,1700.39,145.21799,44.63512,09h40m52.32s,+44d38m06.4s,1001.0,11581.000,15715.334,218.846,71.81,-10.491,0.015,13.206,0.113,1.1095
Auto_320,6239.55,3632.22,6239.70,3632.29,146.19715,44.19526,09h44m47.32s,+44d11m42.9s,1042.0,11545.000,16549.456,224.731,73.64,-10.547,0.015,13.149,0.113,1.1095
Auto_321,296.93,4111.27,296.75,4111.30,143.66859,42.83412,09h34m40.46s,+42d50m02.8s,1243.0,11515.000,16405.470,218.565,75.06,-10.537,0.014,13.159,0.113,1.1095
Auto_322,5933.83,1273.22,5933.92,1273.16,145.39823,44.90652,09h41m35.58s,+44d54m23.5s,1030.0,11499.000,16699.741,222.043,75.21,-10.557,0.014,13.140,0.113,1.1095
Auto_323,4808.14,2257.65,4808.34,2257.68,145.16285,44.35907,09h40m39.08s,+44d21m32.7s,975.0,11382.000,15368.684,217.246,70.74,-10.467,0.015,13.230,0.113,1.1095
Auto_324,1105.96,3411.22,1105.93,3411.26,143.82545,43.22579,09h35m18.11s,+43d13m32.9s,1164.0,11221.000,13950.411,213.049,65.48,-10.361,0.017,13.335,0.114,1.1095
Auto_325,3656.55,3126.52,3656.64,3126.53,144.88590,43.84193,09h39m32.62s,+43d50m31.0s,966.0,11083.000,15802.511,217.929,72.51,-10.497,0.015,13.200,0.113,1.1095
Auto_326,4485.67,4035.15,4485.77,4035.28,145.51407,43.71348,09h42m03.38s,+43d42m48.5s,974.0,11082.000,16036.753,219.794,72.96,-10.513,0.015,13.184,0.113,1.1095
Auto_327,5964.99,4058.88,5965.12,4058.95,146.18937,44.00104,09h44m45.45s,+44d00m03.7s,998.0,11042.000,14540.042,216.698,67.10,-10.406,0.016,13.290,0.113,1.1095
Auto_328,3761.60,4038.27,3761.63,4038.39,145.18862,43.56629,09h40m45.27s,+43d33m58.6s,968.0,10951.000,15457.256,217.447,71.09,-10.473,0.015,13.224,0.113,1.1095
Auto_329,2737.02,3680.72,2737.11,3680.83,144.62840,43.47402,09h38m30.82s,+43d28m26.5s,879.0,10878.000,13917.553,215.694,64.52,-10.359,0.017,13.338,0.114,1.1095
Auto_330,3475.14,4090.70,3475.17,4090.79,145.07442,43.49116,09h40m17.86s,+43d29m28.2s,936.0,10864.000,15341.334,217.074,70.67,-10.465,0.015,13.232,0.113,1.1095
Auto_331,1772.18,51.79,1772.17,51.77,143.15008,44.44636,09h32m36.02s,+44d26m46.9s,1213.0,10855.000,13380.274,212.790,62.88,-10.316,0.017,13.380,0.114,1.1095
Auto_332,341.69,1388.07,341.70,1388.06,142.90413,43.71666,09h31m36.99s,+43d43m00.0s,1259.0,10685.000,12790.803,212.282,60.25,-10.267,0.018,13.429,0.114,1.1095
Auto_333,5705.48,3567.57,5705.65,3567.64,145.93705,44.11058,09h43m44.89s,+44d06m38.1s,951.0,10659.000,15693.376,218.318,71.88,-10.489,0.015,13.207,0.113,1.1095
Auto_334,3630.76,3187.11,3630.89,3187.21,144.89133,43.81695,09h39m33.92s,+43d49m01.0s,860.0,10604.000,13845.549,213.118,64.97,-10.353,0.017,13.343,0.114,1.1095
Auto_335,3610.70,3891.72,3610.78,3891.82,145.07989,43.58343,09h40m19.17s,+43d35m00.3s,859.0,10578.000,14985.475,216.577,69.19,-10.439,0.016,13.257,0.113,1.1095
Auto_336,4830.09,3226.53,4830.25,3226.60,145.44523,44.04700,09h41m46.85s,+44d02m49.2s,906.0,10571.000,14858.307,216.768,68.54,-10.430,0.016,13.266,0.113,1.1095
Auto_337,1328.50,744.27,1328.48,744.28,143.15409,44.13080,09h32m36.98s,+44d07m50.9s,1095.0,10554.000,13011.454,213.199,61.03,-10.286,0.018,13.411,0.114,1.1095
Auto_338,4248.84,1624.29,4248.99,1624.27,144.72770,44.45186,09h38m54.65s,+44d27m06.7s,849.0,10510.000,13721.941,213.741,64.20,-10.344,0.017,13.353,0.114,1.1095
Auto_339,1130.84,3612.00,1130.71,3612.04,143.89364,43.16626,09h35m34.47s,+43d09m58.5s,1041.0,10475.000,14795.706,216.126,68.46,-10.425,0.016,13.271,0.113,1.1095
Auto_340,8.31,2410.88,8.31,2410.87,143.05452,43.31907,09h32m13.08s,+43d19m08.7s,1251.0,10423.000,12484.710,212.135,58.85,-10.241,0.018,13.455,0.114,1.1095
Auto_341,5840.67,4119.93,5840.76,4120.01,146.14977,43.95640,09h44m35.94s,+43d57m23.0s,925.0,10375.000,14535.385,216.666,67.09,-10.406,0.016,13.290,0.113,1.1095
Auto_342,3149.31,1062.83,3149.39,1062.80,144.06620,44.40811,09h36m15.89s,+44d24m29.2s,943.0,10313.000,13484.870,213.169,63.26,-10.325,0.017,13.372,0.114,1.1095
Auto_343,2313.60,1011.30,2313.69,1011.27,143.67360,44.25116,09h34m41.66s,+44d15m04.2s,924.0,10290.000,12901.984,211.315,61.06,-10.277,0.018,13.420,0.114,1.1095
Auto_344,229.21,4144.02,229.19,4144.02,143.64826,42.80970,09h34m35.58s,+42d48m34.9s,1127.0,10190.000,12322.772,210.647,58.50,-10.227,0.019,13.470,0.114,1.1095
Auto_345,1894.81,284.21,1894.84,284.18,143.27320,44.39757,09h33m05.57s,+44d23m51.3s,1070.0,10173.000,12366.372,211.181,58.56,-10.231,0.019,13.466,0.114,1.1095
Auto_346,3801.33,2166.29,3801.47,2166.28,144.67911,44.18411,09h38m42.99s,+44d11m02.8s,868.0,10023.000,13625.422,212.932,63.99,-10.336,0.017,13.361,0.114,1.1095
Auto_347,4929.22,3633.80,4929.39,3633.92,145.60346,43.93377,09h42m24.83s,+43d56m01.6s,850.0,10021.000,13714.129,214.026,64.08,-10.343,0.017,13.353,0.114,1.1095
Auto_348,844.03,2015.89,844.04,2015.89,143.30844,43.62050,09h33m14.03s,+43d37m13.8s,1104.0,10010.000,12092.989,209.597,57.70,-10.206,0.019,13.490,0.114,1.1095
Auto_349,5459.91,2225.02,5459.99,2225.01,145.45089,44.50097,09h41m48.21s,+44d30m03.5s,892.0,10006.000,14581.130,216.198,67.44,-10.409,0.016,13.287,0.113,1.1095
Auto_350,3455.53,423.94,3455.58,423.90,144.01989,44.67800,09h36m04.77s,+44d40m40.8s,993.0,9976.000,13085.569,212.116,61.69,-10.292,0.018,13.404,0.114,1.1095
Auto_351,1480.32,1264.76,1480.31,1264.75,143.37353,43.99532,09h33m29.65s,+43d59m43.2s,1061.0,9926.000,12206.874,210.271,58.05,-10.217,0.019,13.480,0.114,1.1095
Auto_352,1712.08,64.83,1712.07,64.81,143.12694,44.42953,09h32m30.47s,+44d25m46.3s,1159.0,9910.000,12066.899,209.919,57.48,-10.204,0.019,13.492,0.114,1.1095
Auto_353,3777.30,1500.88,3777.43,1500.87,144.47769,44.39550,09h37m54.65s,+44d23m43.8s,889.0,9814.000,13203.576,212.828,62.04,-10.302,0.018,13.395,0.114,1.1095
Auto_354,2679.59,633.06,2679.60,633.04,143.72874,44.44944,09h34m54.90s,+44d26m58.0s,954.0,9799.000,12642.336,210.534,60.05,-10.255,0.018,13.442,0.114,1.1095
Auto_355,5601.76,1196.92,5601.93,1196.89,145.22414,44.86489,09h40m53.79s,+44d51m53.6s,870.0,9776.000,12618.843,212.529,59.37,-10.253,0.018,13.444,0.114,1.1095
Auto_356,3511.23,1427.56,3511.34,1427.57,144.33572,44.36462,09h37m20.57s,+44d21m52.6s,868.0,9762.000,12875.903,212.001,60.74,-10.274,0.018,13.422,0.114,1.1095
Auto_357,5735.33,2288.79,5735.53,2288.79,145.59460,44.53525,09h42m22.70s,+44d32m06.9s,897.0,9760.000,13283.913,213.627,62.18,-10.308,0.017,13.388,0.114,1.1095
Auto_358,1095.36,167.52,1095.31,167.55,142.88137,44.26653,09h31m31.53s,+44d15m59.5s,1042.0,9749.000,12059.115,209.694,57.51,-10.203,0.019,13.493,0.114,1.1095
Auto_359,3469.98,933.24,3470.07,933.20,144.17425,44.51631,09h36m41.82s,+44d30m58.7s,863.0,9713.000,12410.761,210.886,58.85,-10.234,0.018,13.462,0.114,1.1095
Auto_360,4201.41,4070.06,4201.53,4070.18,145.39552,43.64482,09h41m34.92s,+43d38m41.3s,867.0,9698.000,13381.368,213.842,62.58,-10.316,0.017,13.380,0.114,1.1095
Auto_361,2617.07,109.24,2617.11,109.21,143.54764,44.60510,09h34m11.43s,+44d36m18.4s,975.0,9666.000,11926.337,209.486,56.93,-10.191,0.019,13.505,0.114,1.1095
Auto_362,140.65,2446.26,140.65,2446.27,143.12279,43.33538,09h32m29.47s,+43d20m07.4s,1078.0,9613.000,11685.018,209.939,55.66,-10.169,0.020,13.527,0.114,1.1095
Auto_363,1202.89,994.48,1202.87,994.50,143.17109,44.02404,09h32m41.06s,+44d01m26.5s,1002.0,9536.000,11754.090,209.045,56.23,-10.175,0.019,13.521,0.114,1.1095
Auto_364,2079.75,2260.33,2079.81,2260.34,143.92956,43.79896,09h35m43.09s,+43d47m56.2s,859.0,9500.000,11853.625,208.966,56.73,-10.185,0.019,13.512,0.114,1.1095
Auto_365,2562.09,957.90,2562.15,957.88,143.77012,44.32016,09h35m04.83s,+44d19m12.6s,963.0,9500.000,12014.095,209.145,57.44,-10.199,0.019,13.497,0.114,1.1095
Auto_366,1456.28,2183.43,1456.28,2183.42,143.62885,43.69427,09h34m30.92s,+43d41m39.4s,911.0,9492.000,11847.841,208.474,56.83,-10.184,0.019,13.512,0.114,1.1095
Auto_367,5442.98,1796.72,5443.16,1796.70,145.32206,44.63745,09h41m17.30s,+44d38m14.8s,838.0,9481.000,12532.419,212.332,59.02,-10.245,0.018,13.451,0.114,1.1095
Auto_368,400.68,898.12,400.68,898.10,142.78719,43.88596,09h31m08.92s,+43d53m09.5s,1130.0,9477.000,11390.793,208.737,54.57,-10.141,0.020,13.555,0.114,1.1095
Auto_369,965.88,3443.25,967.19,3443.42,143.77265,43.18654,09h35m05.44s,+43d11m11.5s,959.0,9462.000,16019.869,217.521,73.65,-10.512,0.015,13.185,0.113,1.1095
Auto_370,796.91,1779.47,796.93,1779.44,143.21906,43.68664,09h32m52.58s,+43d41m11.9s,947.0,9449.000,11529.211,208.534,55.29,-10.154,0.020,13.542,0.114,1.1095
Auto_371,703.43,2752.16,703.42,2752.16,143.45875,43.35445,09h33m50.10s,+43d21m16.0s,995.0,9427.000,11597.549,209.380,55.39,-10.161,0.020,13.536,0.114,1.1095
Auto_372,2772.38,2974.67,2772.48,2974.72,144.44455,43.71041,09h37m46.69s,+43d42m37.5s,786.0,9323.000,12410.343,210.477,58.96,-10.234,0.018,13.462,0.114,1.1095
Auto_373,118.48,2468.76,118.52,2468.77,143.11956,43.32354,09h32m28.69s,+43d19m24.7s,1013.0,9316.000,11432.226,209.006,54.70,-10.145,0.020,13.551,0.114,1.1095
Auto_374,6002.55,693.17,6002.72,693.07,145.26418,45.10903,09h41m03.40s,+45d06m32.5s,902.0,9312.000,12953.540,213.375,60.71,-10.281,0.018,13.415,0.114,1.1095
Auto_375,509.20,476.38,509.22,476.37,142.71173,44.04378,09h30m50.81s,+44d02m37.6s,1005.0,9298.000,11235.012,208.303,53.94,-10.126,0.020,13.570,0.114,1.1095
Auto_376,1931.48,2218.43,1931.50,2218.42,143.85112,43.78175,09h35m24.27s,+43d46m54.3s,840.0,9292.000,12058.065,210.317,57.33,-10.203,0.019,13.493,0.114,1.1095
Auto_377,2383.53,2005.74,2383.60,2005.74,143.99267,43.94429,09h35m58.24s,+43d56m39.4s,841.0,9219.000,12204.043,209.433,58.27,-10.216,0.019,13.480,0.114,1.1095
Auto_378,4225.82,506.49,4225.95,506.48,144.39522,44.80992,09h37m34.85s,+44d48m35.7s,827.0,9179.000,12008.404,210.825,56.96,-10.199,0.019,13.498,0.114,1.1095
Auto_379,4616.07,363.70,4616.21,363.64,144.53248,44.93593,09h38m07.80s,+44d56m09.4s,899.0,9176.000,12037.200,216.987,55.47,-10.201,0.020,13.495,0.114,1.1095
Auto_380,6204.69,2801.74,6204.84,2801.77,145.95211,44.46069,09h43m48.51s,+44d27m38.5s,817.0,9169.000,12942.081,214.380,60.37,-10.280,0.018,13.416,0.114,1.1095
Auto_381,5409.37,1615.10,5409.54,1615.06,145.25512,44.68995,09h41m01.23s,+44d41m23.8s,860.0,9154.000,12415.465,212.298,58.48,-10.235,0.019,13.462,0.114,1.1095
Auto_382,3344.71,2052.04,3344.81,2052.03,144.43955,44.12764,09h37m45.49s,+44d07m39.5s,776.0,9076.000,12699.023,211.423,60.06,-10.259,0.018,13.437,0.114,1.1095
Auto_383,3032.59,1233.85,3032.66,1233.83,144.06281,44.32860,09h36m15.07s,+44d19m43.0s,850.0,9051.000,12115.076,210.071,57.67,-10.208,0.019,13.488,0.114,1.1095
Auto_384,1345.30,2696.78,1345.33,2696.77,143.72716,43.50563,09h34m54.52s,+43d30m20.3s,886.0,8983.000,11130.561,208.363,53.42,-10.116,0.020,13.580,0.114,1.1095
Auto_385,6016.18,1061.65,6016.38,1061.60,145.37577,44.99188,09h41m30.18s,+44d59m30.8s,874.0,8944.000,12056.275,211.267,57.07,-10.203,0.019,13.493,0.114,1.1095
Auto_386,4837.74,1300.23,4837.84,1300.18,144.90374,44.67708,09h39m36.90s,+44d40m37.5s,776.0,8886.000,12477.698,211.703,58.94,-10.240,0.018,13.456,0.114,1.1095
Auto_387,2488.83,2959.57,2488.95,2959.66,144.31296,43.65702,09h37m15.11s,+43d39m25.3s,687.0,8884.000,11326.960,208.486,54.33,-10.135,0.020,13.561,0.114,1.1095
Auto_388,862.75,588.20,862.76,588.18,142.90113,44.08272,09h31m36.27s,+44d04m57.8s,1032.0,8883.000,10731.993,207.676,51.68,-10.077,0.021,13.620,0.114,1.1095
Auto_389,3773.79,602.06,3773.88,602.03,144.21657,44.68612,09h36m51.98s,+44d41m10.0s,816.0,8873.000,11136.135,208.444,53.43,-10.117,0.020,13.580,0.114,1.1095
Auto_390,5274.91,2064.12,5274.97,2064.10,145.32099,44.51638,09h41m17.04s,+44d30m59.0s,780.0,8860.000,12933.912,215.358,60.06,-10.279,0.018,13.417,0.114,1.1095
Auto_391,25.02,133.07,25.00,133.06,142.39756,44.05064,09h29m35.41s,+44d03m02.3s,1040.0,8834.000,10745.060,206.907,51.93,-10.078,0.021,13.618,0.114,1.1095
Auto_392,568.41,1005.83,568.45,1005.79,142.89276,43.88686,09h31m34.26s,+43d53m12.7s,1005.0,8827.000,10837.970,207.326,52.27,-10.087,0.021,13.609,0.114,1.1095
Auto_393,1254.62,1293.71,1254.63,1293.69,143.28128,43.93872,09h33m07.51s,+43d56m19.4s,927.0,8806.000,10878.809,207.188,52.51,-10.091,0.021,13.605,0.114,1.1095
Auto_394,763.66,3319.74,763.71,3319.78,143.64811,43.18446,09h34m35.55s,+43d11m04.0s,854.0,8785.000,10758.241,207.207,51.92,-10.079,0.021,13.617,0.114,1.1095
Auto_395,1942.17,977.41,1942.18,977.45,143.49674,44.18452,09h33m59.22s,+44d11m04.3s,869.0,8765.000,11088.095,207.893,53.34,-10.112,0.020,13.584,0.114,1.1095
Auto_396,4015.08,2533.30,4015.22,2533.31,144.88042,44.10823,09h39m31.30s,+44d06m29.6s,736.0,8739.000,11623.735,209.498,55.48,-10.163,0.020,13.533,0.114,1.1095
Auto_397,590.55,2433.21,590.58,2433.24,143.31702,43.43345,09h33m16.08s,+43d26m00.4s,944.0,8733.000,10742.339,207.164,51.85,-10.078,0.021,13.619,0.114,1.1095
Auto_399,415.21,1918.82,415.21,1918.82,143.09083,43.56194,09h32m21.80s,+43d33m43.0s,1003.0,8703.000,10516.072,207.500,50.68,-10.055,0.021,13.642,0.114,1.1095
Auto_400,4343.57,1898.33,4343.72,1898.32,144.84915,44.38198,09h39m23.80s,+44d22m55.1s,777.0,8701.000,12084.254,211.269,57.20,-10.206,0.019,13.491,0.114,1.1095
Auto_401,4256.22,3657.88,4256.37,3658.01,145.30574,43.79037,09h41m13.38s,+43d47m25.3s,727.0,8697.000,11841.274,210.903,56.15,-10.183,0.019,13.513,0.114,1.1095
Auto_402,2087.05,1327.95,2087.09,1327.93,143.66362,44.10174,09h34m39.27s,+44d06m06.3s,895.0,8667.000,10782.371,206.992,52.09,-10.082,0.021,13.615,0.114,1.1095
Auto_403,3320.93,1661.89,3321.06,1661.88,144.31684,44.24941,09h37m16.04s,+44d14m57.9s,705.0,8652.000,11292.849,208.745,54.10,-10.132,0.020,13.564,0.114,1.1095
Auto_404,563.11,2216.89,563.12,2216.88,143.24240,43.49721,09h32m58.18s,+43d29m50.0s,980.0,8647.000,10444.803,208.203,50.17,-10.047,0.022,13.649,0.114,1.1095
Auto_405,2820.55,2652.77,2820.65,2652.78,144.37460,43.82479,09h37m29.90s,+43d49m29.3s,744.0,8562.000,11512.047,209.294,55.00,-10.153,0.020,13.544,0.114,1.1095
Auto_406,4318.83,2890.65,4319.01,2890.74,145.11915,44.05343,09h40m28.60s,+44d03m12.3s,648.0,8558.000,11211.307,209.452,53.53,-10.124,0.020,13.572,0.114,1.1095
Auto_407,534.69,2060.15,534.71,2060.16,143.18450,43.54160,09h32m44.28s,+43d32m29.8s,947.0,8556.000,10282.936,208.129,49.41,-10.030,0.022,13.666,0.114,1.1095
Auto_408,3738.30,2195.06,3738.45,2195.04,144.65873,44.16186,09h38m38.09s,+44d09m42.7s,753.0,8535.000,11476.778,209.175,54.87,-10.150,0.020,13.547,0.114,1.1095
Auto_409,484.90,2320.00,484.90,2320.01,143.23772,43.44776,09h32m57.05s,+43d26m51.9s,971.0,8477.000,10230.964,206.322,49.59,-10.025,0.022,13.672,0.114,1.1095
Auto_410,4902.42,248.09,4902.53,248.02,144.63033,45.03166,09h38m31.28s,+45d01m54.0s,848.0,8473.000,11173.244,209.923,53.23,-10.120,0.020,13.576,0.114,1.1095
Auto_411,3389.99,1954.95,3390.12,1954.95,144.43225,44.16849,09h37m43.74s,+44d10m06.6s,693.0,8461.000,11118.860,208.953,53.21,-10.115,0.020,13.581,0.114,1.1095
Auto_412,1234.30,2725.32,1234.38,2725.38,143.68605,43.47339,09h34m44.65s,+43d28m24.2s,792.0,8335.000,10604.460,207.290,51.16,-10.064,0.021,13.633,0.114,1.1095
Auto_413,718.41,2757.27,718.38,2757.27,143.46683,43.35593,09h33m52.04s,+43d21m21.3s,847.0,8331.000,10198.688,206.846,49.31,-10.021,0.022,13.675,0.114,1.1095
Auto_414,3009.75,930.36,3009.84,930.39,143.96457,44.42205,09h35m51.50s,+44d25m19.4s,710.0,8289.000,10815.437,207.421,52.14,-10.085,0.021,13.611,0.114,1.1095
Auto_415,1893.29,1311.06,1893.31,1311.06,143.57177,44.06676,09h34m17.23s,+44d04m00.3s,869.0,8286.000,10315.218,206.929,49.85,-10.034,0.022,13.663,0.114,1.1095
Auto_416,2611.28,698.46,2611.32,698.47,143.71691,44.41412,09h34m52.06s,+44d24m50.8s,800.0,8265.000,10810.390,207.647,52.06,-10.085,0.021,13.612,0.114,1.1095
Auto_417,2666.55,1982.42,2666.66,1982.40,144.11332,44.01042,09h36m27.20s,+44d00m37.5s,719.0,8233.000,11282.600,208.318,54.16,-10.131,0.020,13.565,0.114,1.1095
Auto_418,97.29,458.44,97.28,458.42,142.52479,43.96226,09h30m05.95s,+43d57m44.1s,835.0,8214.000,9959.996,206.890,48.14,-9.996,0.023,13.701,0.115,1.1095
Auto_419,731.76,2182.50,731.79,2182.55,143.30696,43.54349,09h33m13.67s,+43d32m36.6s,792.0,8210.000,10046.312,206.536,48.64,-10.005,0.022,13.691,0.115,1.1095
Auto_420,5663.38,836.04,5663.54,835.98,145.14921,44.99468,09h40m35.81s,+44d59m40.8s,836.0,8189.000,11044.246,209.774,52.65,-10.108,0.021,13.589,0.114,1.1095
Auto_421,58.19,1532.76,58.17,1532.76,142.82153,43.61068,09h31m17.17s,+43d36m38.5s,941.0,8163.000,9872.807,205.911,47.95,-9.986,0.023,13.710,0.115,1.1095
Auto_422,4349.24,3871.34,4349.38,3871.47,145.40711,43.73948,09h41m37.71s,+43d44m22.1s,719.0,8115.000,11334.468,210.139,53.94,-10.136,0.020,13.560,0.114,1.1095
Auto_423,5358.17,422.23,5358.31,422.16,144.89000,45.06758,09h39m33.60s,+45d04m03.3s,766.0,8106.000,10520.911,208.045,50.57,-10.055,0.021,13.641,0.114,1.1095
Auto_424,5695.92,3012.21,5696.08,3012.27,145.77892,44.29061,09h43m06.94s,+44d17m26.2s,700.0,8095.000,10658.090,208.697,51.07,-10.069,0.021,13.627,0.114,1.1095
Auto_425,2635.70,3087.83,2635.81,3087.90,144.41531,43.64562,09h37m39.67s,+43d38m44.2s,635.0,8073.000,10250.900,206.523,49.64,-10.027,0.022,13.670,0.114,1.1095
