id,raw_x,raw_y,refined_x,refined_y,ra_deg,dec_deg,ra_hms,dec_dms,peak_adu,dao_flux,net_flux,flux_err,snr,mag_inst,mag_inst_err,mag_calibrated,mag_calibrated_err,airmass,is_variable
Auto_301,2946.12,340.04,2946.12,340.04,143.77552,44.60295,09h35m06.12s,+44d36m10.6s,767.0,5329.000,5982.442,164.333,36.40,-9.442,0.030,14.240,0.048,1.0554,No
Auto_302,5892.82,1889.24,5892.77,1889.26,145.56453,44.69991,09h42m15.49s,+44d41m59.7s,580.0,5253.000,6712.199,163.383,41.08,-9.567,0.026,14.115,0.046,1.0554,No
Auto_303,2757.96,1334.70,2757.93,1334.71,143.97887,44.24272,09h35m54.93s,+44d14m33.8s,753.0,5220.000,6000.388,161.703,37.11,-9.445,0.029,14.236,0.048,1.0554,No
Auto_304,3156.32,3560.95,3156.33,3560.98,144.79306,43.60219,09h39m10.33s,+43d36m07.9s,791.0,5199.000,6003.585,162.014,37.06,-9.446,0.029,14.236,0.048,1.0554,Yes
Auto_305,1133.67,237.36,1133.63,237.40,142.93053,44.25639,09h31m43.33s,+44d15m23.0s,576.0,5192.000,6290.441,161.779,38.88,-9.497,0.028,14.185,0.047,1.0554,No
Auto_306,4809.91,3223.44,4809.88,3223.50,145.44532,44.04704,09h41m46.88s,+44d02m49.3s,605.0,5092.000,5928.451,158.736,37.35,-9.432,0.029,14.250,0.048,1.0554,No
Auto_307,4227.59,1620.48,4227.59,1620.51,144.72779,44.45195,09h38m54.67s,+44d27m07.0s,612.0,5070.000,5798.050,159.028,36.46,-9.408,0.030,14.274,0.048,1.0554,No
Auto_308,6074.63,902.88,6074.66,902.84,145.36818,45.05768,09h41m28.36s,+45d03m27.7s,565.0,5054.000,6690.172,162.173,41.25,-9.564,0.026,14.118,0.046,1.0554,No
Auto_309,3779.94,2163.02,3779.94,2163.03,144.67916,44.18415,09h38m43.00s,+44d11m03.0s,799.0,5052.000,5878.283,160.437,36.64,-9.423,0.030,14.259,0.048,1.0554,No
Auto_310,5981.95,688.02,5982.06,687.99,145.26420,45.10907,09h41m03.41s,+45d06m32.7s,496.0,5045.000,6110.357,160.435,38.09,-9.465,0.029,14.217,0.047,1.0554,No
Auto_311,2645.34,290.42,2645.35,290.41,143.62486,44.55636,09h34m29.97s,+44d33m22.9s,606.0,5024.000,5849.226,161.551,36.21,-9.418,0.030,14.264,0.048,1.0554,No
Auto_312,255.19,286.19,255.19,286.22,142.55550,44.05510,09h30m13.32s,+44d03m18.3s,480.0,5013.000,6043.191,163.817,36.89,-9.453,0.029,14.229,0.048,1.0554,No
Auto_313,3589.97,3889.59,3589.94,3889.61,145.07999,43.58343,09h40m19.20s,+43d35m00.3s,699.0,5002.000,5837.312,160.672,36.33,-9.416,0.030,14.266,0.048,1.0554,No
Auto_314,5254.58,1696.21,5254.58,1696.23,145.21805,44.63518,09h40m52.33s,+44d38m06.7s,634.0,4922.000,6000.485,158.158,37.94,-9.445,0.029,14.236,0.047,1.0554,No
Auto_315,1304.78,741.40,1304.73,741.46,143.15409,44.13082,09h32m36.98s,+44d07m51.0s,604.0,4897.000,5535.064,163.114,33.93,-9.358,0.032,14.324,0.049,1.0554,No
Auto_316,3728.42,1859.81,3728.39,1859.84,144.56926,44.27222,09h38m16.62s,+44d16m20.0s,737.0,4890.000,5487.639,161.602,33.96,-9.348,0.032,14.333,0.049,1.0554,No
Auto_317,4909.25,3630.96,4909.27,3630.99,145.60356,43.93378,09h42m24.85s,+43d56m01.6s,699.0,4847.000,5662.984,157.941,35.86,-9.383,0.030,14.299,0.048,1.0554,No
Auto_318,4181.09,4067.88,4181.09,4067.90,145.39563,43.64478,09h41m34.95s,+43d38m41.2s,713.0,4798.000,5397.871,158.525,34.05,-9.331,0.032,14.351,0.049,1.0554,No
Auto_319,1104.12,743.37,1104.13,743.36,143.06525,44.08802,09h32m15.66s,+44d05m16.9s,546.0,4792.000,5529.670,160.807,34.39,-9.357,0.032,14.325,0.049,1.0554,Yes
Auto_320,5254.42,2060.14,5254.43,2060.16,145.32104,44.51642,09h41m17.05s,+44d30m59.1s,647.0,4759.000,5770.657,162.377,35.54,-9.403,0.031,14.279,0.048,1.0554,No
Auto_321,6165.60,3521.21,6165.70,3521.31,146.14281,44.21972,09h44m34.27s,+44d13m11.0s,550.0,4720.000,6160.537,158.397,38.89,-9.474,0.028,14.208,0.047,1.0554,No
Auto_322,1688.25,61.40,1688.27,61.41,143.12690,44.42955,09h32m30.46s,+44d25m46.4s,545.0,4706.000,5633.919,158.872,35.46,-9.377,0.031,14.305,0.049,1.0554,No
Auto_323,1319.47,2312.85,1319.42,2312.88,143.61605,43.62819,09h34m27.85s,+43d37m41.5s,610.0,4683.000,5323.174,159.109,33.46,-9.315,0.032,14.366,0.050,1.0554,No
Auto_324,4778.53,3566.75,4778.56,3566.71,145.52659,43.92854,09h42m06.38s,+43d55m42.8s,561.0,4643.000,5402.335,161.163,33.52,-9.331,0.032,14.350,0.050,1.0554,No
Auto_325,1748.46,48.35,1748.45,48.36,143.15008,44.44639,09h32m36.02s,+44d26m47.0s,514.0,4630.000,5458.462,160.593,33.99,-9.343,0.032,14.339,0.049,1.0554,No
Auto_326,863.83,51.70,863.80,51.68,142.75611,44.25878,09h31m01.47s,+44d15m31.6s,516.0,4628.000,5612.646,162.411,34.56,-9.373,0.031,14.309,0.049,1.0554,No
Auto_327,3454.32,4088.71,3454.30,4088.75,145.07447,43.49116,09h40m17.87s,+43d29m28.2s,610.0,4576.000,5322.420,157.815,33.73,-9.315,0.032,14.367,0.050,1.0554,No
Auto_328,5581.17,1192.33,5581.21,1192.32,145.22423,44.86492,09h40m53.82s,+44d51m53.7s,504.0,4576.000,5838.124,159.874,36.52,-9.416,0.030,14.266,0.048,1.0554,No
Auto_329,2290.78,1008.10,2290.77,1008.10,143.67364,44.25122,09h34m41.67s,+44d15m04.4s,644.0,4524.000,5121.184,158.903,32.23,-9.273,0.034,14.408,0.050,1.0554,Yes
Auto_330,5439.49,2221.03,5439.51,2221.06,145.45088,44.50098,09h41m48.21s,+44d30m03.5s,620.0,4523.000,5521.522,161.889,34.11,-9.355,0.032,14.327,0.049,1.0554,No
Auto_331,3010.21,1230.48,3010.23,1230.46,144.06282,44.32863,09h36m15.08s,+44d19m43.1s,623.0,4496.000,5045.079,158.638,31.80,-9.257,0.034,14.425,0.051,1.0554,No
Auto_332,3041.66,1501.25,3041.68,1501.24,144.15514,44.24745,09h36m37.23s,+44d14m50.8s,615.0,4484.000,4971.319,157.393,31.59,-9.241,0.034,14.441,0.051,1.0554,No
Auto_333,5594.83,4171.82,5594.84,4171.81,146.06231,43.89354,09h44m14.95s,+43d53m36.7s,504.0,4473.000,5109.577,165.852,30.81,-9.271,0.035,14.411,0.052,1.0554,No
Auto_334,2057.32,2257.94,2057.32,2257.96,143.92960,43.79897,09h35m43.10s,+43d47m56.3s,678.0,4463.000,5105.792,157.873,32.34,-9.270,0.034,14.412,0.050,1.0554,No
Auto_335,740.78,3318.63,740.75,3318.63,143.64816,43.18444,09h34m35.56s,+43d11m04.0s,561.0,4438.000,5326.378,158.392,33.63,-9.316,0.032,14.366,0.050,1.0554,No
Auto_336,2656.73,629.53,2656.70,629.55,143.72876,44.44948,09h34m54.90s,+44d26m58.1s,579.0,4426.000,5108.049,159.547,32.02,-9.271,0.034,14.411,0.051,1.0554,Yes
Auto_337,3489.30,1424.06,3489.29,1424.09,144.33576,44.36466,09h37m20.58s,+44d21m52.8s,749.0,4417.000,4914.048,161.177,30.49,-9.229,0.036,14.453,0.052,1.0554,No
Auto_338,317.57,1386.04,317.58,1386.03,142.90414,43.71665,09h31m36.99s,+43d43m00.0s,494.0,4413.000,5217.224,160.497,32.51,-9.294,0.033,14.388,0.050,1.0554,No
Auto_339,6220.52,3628.77,6220.49,3628.83,146.19719,44.19528,09h44m47.33s,+44d11m43.0s,436.0,4413.000,5615.957,159.633,35.18,-9.374,0.031,14.308,0.049,1.0554,No
Auto_340,3596.49,3758.94,3596.53,3758.91,145.04647,43.62727,09h40m11.15s,+43d37m38.2s,581.0,4404.000,4917.340,158.232,31.08,-9.229,0.035,14.453,0.051,1.0554,No
Auto_341,5685.86,3564.32,5685.95,3564.34,145.93704,44.11057,09h43m44.89s,+44d06m38.0s,431.0,4401.000,5297.046,161.121,32.88,-9.310,0.033,14.372,0.050,1.0554,No
Auto_342,5214.39,174.14,5214.43,174.10,144.76356,45.12162,09h39m03.25s,+45d07m17.8s,501.0,4397.000,5457.762,162.582,33.57,-9.343,0.032,14.339,0.050,1.0554,No
Auto_343,404.34,2791.20,404.34,2791.23,143.34885,43.28414,09h33m23.72s,+43d17m02.9s,495.0,4395.000,5054.097,156.832,32.23,-9.259,0.034,14.423,0.050,1.0554,No
Auto_344,2539.41,954.44,2539.37,954.52,143.77014,44.32026,09h35m04.83s,+44d19m12.9s,550.0,4357.000,5076.239,158.199,32.09,-9.264,0.034,14.418,0.051,1.0554,No
Auto_345,205.97,4143.76,206.04,4143.66,143.64823,42.80963,09h34m35.58s,+42d48m34.7s,442.0,4321.000,5310.310,158.965,33.41,-9.313,0.033,14.369,0.050,1.0554,No
Auto_346,2466.94,2957.43,2466.96,2957.41,144.31301,43.65700,09h37m15.12s,+43d39m25.2s,636.0,4307.000,4984.149,157.482,31.65,-9.244,0.034,14.438,0.051,1.0554,No
Auto_347,3368.30,1951.79,3368.28,1951.80,144.43232,44.16853,09h37m43.76s,+44d10m06.7s,661.0,4284.000,4927.659,158.235,31.14,-9.232,0.035,14.450,0.051,1.0554,No
Auto_348,243.00,2185.43,243.03,2185.44,143.10322,43.44485,09h32m24.77s,+43d26m41.5s,506.0,4275.000,5050.176,162.087,31.16,-9.258,0.035,14.424,0.051,1.0554,No
Auto_349,4557.55,4137.09,4557.56,4137.18,145.58445,43.69789,09h42m20.27s,+43d41m52.4s,586.0,4251.000,5229.293,155.829,33.56,-9.296,0.032,14.386,0.050,1.0554,No
Auto_350,2588.44,694.99,2588.42,695.01,143.71693,44.41416,09h34m52.06s,+44d24m51.0s,578.0,4245.000,4784.523,158.502,30.19,-9.200,0.036,14.482,0.052,1.0554,No
Auto_351,6237.91,154.58,6238.05,154.58,145.22903,45.33306,09h40m54.97s,+45d19m59.0s,392.0,4241.000,5431.010,166.215,32.67,-9.337,0.033,14.345,0.050,1.0554,No
Auto_352,2361.16,2003.05,2361.17,2003.07,143.99269,43.94432,09h35m58.25s,+43d56m39.5s,700.0,4238.000,4588.786,159.985,28.68,-9.154,0.038,14.528,0.053,1.0554,No
Auto_353,4345.90,2861.21,4345.93,2861.22,145.13347,44.07173,09h40m32.03s,+44d04m18.2s,571.0,4232.000,4880.989,158.819,30.73,-9.221,0.035,14.461,0.052,1.0554,No
Auto_354,511.00,2058.41,511.03,2058.40,143.18450,43.54157,09h32m44.28s,+43d32m29.7s,527.0,4186.000,4910.052,159.698,30.75,-9.228,0.035,14.454,0.052,1.0554,No
Auto_355,2644.44,1979.51,2644.40,1979.57,144.11337,44.01050,09h36m27.21s,+44d00m37.8s,553.0,4184.000,4804.557,157.121,30.58,-9.204,0.036,14.478,0.052,1.0554,No
Auto_356,2160.33,948.34,2160.35,948.37,143.59759,44.24330,09h34m23.42s,+44d14m35.9s,564.0,4176.000,4793.857,159.897,29.98,-9.202,0.036,14.480,0.052,1.0554,No
Auto_357,4199.03,1127.40,4199.01,1127.46,144.57339,44.60634,09h38m17.61s,+44d36m22.8s,567.0,4171.000,4968.854,160.392,30.98,-9.241,0.035,14.441,0.051,1.0554,Yes
Auto_358,2715.59,3678.89,2715.60,3678.86,144.62847,43.47399,09h38m30.83s,+43d28m26.4s,578.0,4163.000,4675.223,157.594,29.67,-9.175,0.037,14.507,0.052,1.0554,No
Auto_359,1538.49,2794.25,1538.48,2794.28,143.85165,43.51831,09h35m24.40s,+43d31m05.9s,574.0,4157.000,4825.833,155.472,31.04,-9.209,0.035,14.473,0.051,1.0554,No
Auto_360,1433.33,2181.24,1433.35,2181.28,143.62883,43.69428,09h34m30.92s,+43d41m39.4s,580.0,4128.000,4648.600,158.788,29.28,-9.168,0.037,14.514,0.053,1.0554,No
Auto_361,1179.18,991.83,1179.17,991.85,143.17109,44.02404,09h32m41.06s,+44d01m26.5s,545.0,4112.000,4662.940,159.078,29.31,-9.172,0.037,14.510,0.053,1.0554,Yes
Auto_362,376.34,895.66,376.31,895.71,142.78715,43.88599,09h31m08.92s,+43d53m09.6s,440.0,4099.000,4906.834,160.299,30.61,-9.227,0.035,14.455,0.052,1.0554,No
Auto_363,5715.32,2284.78,5715.36,2284.79,145.59468,44.53527,09h42m22.72s,+44d32m07.0s,530.0,4078.000,5102.871,157.709,32.36,-9.270,0.034,14.412,0.050,1.0554,No
Auto_364,5913.24,1268.44,5913.30,1268.49,145.39817,44.90652,09h41m35.56s,+44d54m23.5s,452.0,4061.000,5034.031,160.459,31.37,-9.255,0.035,14.427,0.051,1.0554,No
Auto_365,2814.10,954.41,2814.06,954.47,143.89422,44.37730,09h35m34.61s,+44d22m38.3s,585.0,4014.000,4771.108,159.288,29.95,-9.197,0.036,14.485,0.052,1.0554,No
Auto_366,4869.95,646.75,4869.98,646.74,144.74184,44.89882,09h38m58.04s,+44d53m55.7s,488.0,4007.000,4825.078,159.112,30.33,-9.209,0.036,14.473,0.052,1.0554,No
Auto_367,2798.75,2650.23,2798.76,2650.23,144.37464,43.82481,09h37m29.91s,+43d49m29.3s,601.0,4000.000,4506.758,158.099,28.51,-9.135,0.038,14.547,0.054,1.0554,No
Auto_368,3716.93,2191.81,3716.90,2191.81,144.65879,44.16192,09h38m38.11s,+44d09m42.9s,637.0,3995.000,4540.891,157.365,28.86,-9.143,0.038,14.539,0.053,1.0554,No
Auto_369,2593.90,105.47,2593.89,105.51,143.54763,44.60513,09h34m11.43s,+44d36m18.5s,514.0,3974.000,4753.954,155.780,30.52,-9.193,0.036,14.489,0.052,1.0554,No
Auto_370,773.30,1777.35,773.32,1777.39,143.21904,43.68665,09h32m52.57s,+43d41m12.0s,481.0,3909.000,4453.392,157.296,28.31,-9.122,0.038,14.560,0.054,1.0554,No
Auto_371,838.65,585.34,838.60,585.40,142.90111,44.08278,09h31m36.27s,+44d04m58.0s,418.0,3904.000,4781.112,159.432,29.99,-9.199,0.036,14.483,0.052,1.0554,No
Auto_372,3322.96,2048.97,3322.95,2048.97,144.43960,44.12767,09h37m45.50s,+44d07m39.6s,633.0,3888.000,4220.358,158.153,26.69,-9.063,0.041,14.618,0.055,1.0554,No
Auto_373,969.70,3672.48,969.75,3672.43,143.84996,43.11788,09h35m23.99s,+43d07m04.4s,492.0,3884.000,4650.978,161.226,28.85,-9.169,0.038,14.513,0.053,1.0554,No
Auto_374,1231.10,1291.18,1231.12,1291.20,143.28127,43.93872,09h33m07.51s,+43d56m19.4s,538.0,3868.000,4323.403,157.641,27.43,-9.090,0.040,14.592,0.055,1.0554,No
Auto_375,1322.52,2694.98,1322.54,2694.94,143.72718,43.50562,09h34m54.52s,+43d30m20.2s,507.0,3867.000,4536.980,156.603,28.97,-9.142,0.037,14.540,0.053,1.0554,No
Auto_376,4880.85,243.27,4880.92,243.25,144.63037,45.03172,09h38m31.29s,+45d01m54.2s,400.0,3859.000,4581.205,157.031,29.17,-9.152,0.037,14.529,0.053,1.0554,No
Auto_377,1693.57,1673.01,1693.59,1672.99,143.59830,43.91234,09h34m23.59s,+43d54m44.4s,543.0,3845.000,4383.022,159.182,27.53,-9.104,0.039,14.577,0.054,1.0554,No
Auto_378,4322.48,1894.67,4322.46,1894.69,144.84924,44.38204,09h39m23.82s,+44d22m55.4s,497.0,3842.000,4535.838,157.365,28.82,-9.142,0.038,14.540,0.053,1.0554,No
Auto_379,567.05,2431.65,567.11,2431.61,143.31700,43.43342,09h33m16.08s,+43d26m00.3s,473.0,3839.000,4527.990,161.744,27.99,-9.140,0.039,14.542,0.054,1.0554,No
Auto_380,5642.73,831.14,5642.72,831.12,145.14930,44.99475,09h40m35.83s,+44d59m41.1s,427.0,3834.000,5027.050,159.211,31.57,-9.253,0.034,14.429,0.051,1.0554,No
Auto_381,1919.08,974.36,1919.04,974.44,143.49677,44.18458,09h33m59.23s,+44d11m04.5s,495.0,3819.000,4498.640,156.966,28.66,-9.133,0.038,14.549,0.053,1.0554,No
Auto_382,3126.94,1059.35,3126.95,1059.34,144.06623,44.40813,09h36m15.90s,+44d24m29.3s,486.0,3813.000,4312.954,159.106,27.11,-9.087,0.040,14.595,0.055,1.0554,No
Auto_383,680.23,2750.60,680.21,2750.64,143.45873,43.35448,09h33m50.09s,+43d21m16.1s,438.0,3810.000,4299.544,159.555,26.95,-9.084,0.040,14.598,0.055,1.0554,No
Auto_384,4426.11,2532.52,4426.07,2532.57,145.07725,44.19519,09h40m18.54s,+44d11m42.7s,500.0,3804.000,4282.348,156.877,27.30,-9.079,0.040,14.603,0.055,1.0554,No
Auto_385,4298.20,2887.63,4298.18,2887.67,145.11928,44.05346,09h40m28.63s,+44d03m12.4s,528.0,3793.000,4465.372,159.601,27.98,-9.125,0.039,14.557,0.054,1.0554,No
Auto_386,621.87,837.23,621.95,837.54,142.87860,43.95643,09h31m30.86s,+43d57m23.2s,379.0,3789.000,5221.755,162.961,32.04,-9.295,0.034,14.387,0.051,1.0554,No
Auto_387,1071.10,164.45,1071.09,164.51,142.88132,44.26653,09h31m31.52s,+44d15m59.5s,395.0,3777.000,4591.922,160.424,28.62,-9.155,0.038,14.527,0.053,1.0554,No
Auto_388,5422.51,1792.52,5422.51,1792.55,145.32213,44.63749,09h41m17.31s,+44d38m15.0s,441.0,3765.000,4763.496,156.053,30.52,-9.195,0.036,14.487,0.052,1.0554,No
Auto_389,2987.23,926.86,2987.23,926.87,143.96460,44.42207,09h35m51.50s,+44d25m19.5s,569.0,3701.000,4200.869,159.039,26.41,-9.058,0.041,14.624,0.056,1.0554,No
Auto_390,2613.97,3085.65,2613.94,3085.66,144.41536,43.64562,09h37m39.69s,+43d38m44.2s,499.0,3674.000,4054.971,157.433,25.76,-9.020,0.042,14.662,0.056,1.0554,No
Auto_391,50.38,3497.18,50.46,3497.13,143.39602,42.98451,09h33m35.05s,+42d59m04.2s,368.0,3672.000,4567.861,156.220,29.24,-9.149,0.037,14.533,0.053,1.0554,No
Auto_392,2770.68,4042.44,2770.74,4042.40,144.75512,43.36731,09h39m01.23s,+43d22m02.3s,477.0,3669.000,4289.081,155.074,27.66,-9.081,0.039,14.601,0.054,1.0554,No
Auto_393,2557.18,1219.68,2557.16,1219.70,143.85500,44.23829,09h35m25.20s,+44d14m17.8s,545.0,3666.000,4140.629,156.410,26.47,-9.043,0.041,14.639,0.056,1.0554,No
Auto_394,2115.79,2273.96,2115.78,2273.94,143.96039,43.80589,09h35m50.49s,+43d48m21.2s,584.0,3654.000,4085.703,157.609,25.92,-9.028,0.042,14.654,0.056,1.0554,No
Auto_395,4307.60,3929.94,4307.58,3930.01,145.41448,43.71526,09h41m39.48s,+43d42m54.9s,473.0,3649.000,4476.624,156.091,28.68,-9.127,0.038,14.554,0.053,1.0554,No
Auto_396,33.91,1530.96,33.88,1530.96,142.82155,43.61066,09h31m17.17s,+43d36m38.4s,390.0,3615.000,4295.827,160.539,26.76,-9.083,0.041,14.599,0.055,1.0554,No
Auto_397,3360.17,3179.90,3360.16,3179.90,144.77756,43.76764,09h39m06.61s,+43d46m03.5s,584.0,3604.000,4146.089,156.159,26.55,-9.044,0.041,14.638,0.056,1.0554,No
Auto_398,2243.06,2586.10,2243.08,2586.11,144.10681,43.73118,09h36m25.64s,+43d43m52.2s,614.0,3590.000,3980.477,153.646,25.91,-9.000,0.042,14.682,0.056,1.0554,No
Auto_399,391.42,1916.98,391.39,1917.01,143.09083,43.56195,09h32m21.80s,+43d33m43.0s,414.0,3590.000,3960.192,159.113,24.89,-8.994,0.044,14.688,0.058,1.0554,No
Auto_400,3993.98,2530.12,3993.98,2530.13,144.88046,44.10827,09h39m31.31s,+44d06m29.8s,562.0,3580.000,4237.838,157.108,26.97,-9.068,0.040,14.614,0.055,1.0554,No
Auto_401,1871.33,280.87,1871.32,280.88,143.27323,44.39761,09h33m05.58s,+44d23m51.4s,402.0,3576.000,4138.542,158.619,26.09,-9.042,0.042,14.640,0.056,1.0554,No
Auto_402,5676.18,3008.64,5676.18,3008.67,145.77897,44.29062,09h43m06.95s,+44d17m26.2s,416.0,3572.000,4127.507,157.164,26.26,-9.039,0.041,14.643,0.056,1.0554,No
Auto_403,1284.53,2760.00,1284.49,2760.04,143.72894,43.47679,09h34m54.95s,+43d28m36.4s,472.0,3562.000,3991.246,159.965,24.95,-9.003,0.044,14.679,0.058,1.0554,No
Auto_404,4127.49,2781.04,4127.47,2781.08,145.01188,44.05362,09h40m02.85s,+44d03m13.0s,534.0,3549.000,4116.714,156.185,26.36,-9.036,0.041,14.645,0.056,1.0554,No
Auto_405,116.93,2444.87,116.91,2444.86,143.12281,43.33539,09h32m29.47s,+43d20m07.4s,423.0,3542.000,4150.793,155.351,26.72,-9.045,0.041,14.637,0.055,1.0554,No
Auto_406,2973.50,723.85,2973.53,723.82,143.89951,44.48482,09h35m35.88s,+44d29m05.3s,476.0,3537.000,4165.438,157.056,26.52,-9.049,0.041,14.633,0.056,1.0554,No
Auto_407,2637.84,3011.83,2637.82,3011.81,144.40513,43.67446,09h37m37.23s,+43d40m28.1s,576.0,3532.000,3880.859,155.902,24.89,-8.972,0.044,14.710,0.058,1.0554,No
Auto_408,3066.87,3876.96,3066.86,3876.94,144.84150,43.48131,09h39m21.96s,+43d28m52.7s,559.0,3531.000,3859.084,157.214,24.55,-8.966,0.044,14.716,0.058,1.0554,No
Auto_409,3577.45,1340.38,3577.45,1340.40,144.35171,44.40991,09h37m24.41s,+44d24m35.7s,468.0,3511.000,4002.473,158.245,25.29,-9.006,0.043,14.676,0.057,1.0554,No
Auto_410,4709.51,2013.20,4709.51,2013.24,145.05922,44.42190,09h40m14.21s,+44d25m18.8s,490.0,3510.000,4411.468,153.188,28.80,-9.111,0.038,14.570,0.053,1.0554,No
Auto_411,3095.05,3549.60,3095.03,3549.63,144.76234,43.59339,09h39m02.96s,+43d35m36.2s,491.0,3507.000,4056.761,158.448,25.60,-9.020,0.042,14.661,0.057,1.0554,No
Auto_412,695.17,2755.74,695.16,2755.77,143.46680,43.35593,09h33m52.03s,+43d21m21.3s,415.0,3457.000,3791.020,154.646,24.51,-8.947,0.044,14.735,0.058,1.0554,No
Auto_413,943.05,3442.02,943.07,3442.05,143.77262,43.18652,09h35m05.43s,+43d11m11.5s,467.0,3453.000,4752.416,161.268,29.47,-9.192,0.037,14.490,0.053,1.0554,No
Auto_414,5337.04,417.28,5337.06,417.25,144.89006,45.06763,09h39m33.61s,+45d04m03.5s,354.0,3442.000,4123.407,155.565,26.51,-9.038,0.041,14.644,0.056,1.0554,No
Auto_415,1530.11,3830.13,1530.15,3830.14,144.14264,43.18230,09h36m34.23s,+43d10m56.3s,502.0,3440.000,3802.092,152.983,24.85,-8.950,0.044,14.732,0.058,1.0554,No
Auto_416,4328.93,3868.96,4328.92,3868.97,145.40721,43.73945,09h41m37.73s,+43d44m22.0s,513.0,3436.000,3956.915,154.252,25.65,-8.993,0.042,14.688,0.057,1.0554,No
Auto_417,5821.32,4116.92,5821.41,4116.98,146.14971,43.95640,09h44m35.93s,+43d57m23.0s,385.0,3435.000,4408.875,157.930,27.92,-9.111,0.039,14.571,0.054,1.0554,No
Auto_418,2750.67,2972.38,2750.70,2972.36,144.44460,43.71041,09h37m46.70s,+43d42m37.5s,475.0,3407.000,3793.198,153.265,24.75,-8.948,0.044,14.734,0.058,1.0554,No
Auto_419,2776.11,2486.77,2776.10,2486.78,144.31786,43.87319,09h37m16.29s,+43d52m23.5s,557.0,3407.000,3830.063,154.123,24.85,-8.958,0.044,14.724,0.058,1.0554,No
Auto_420,4358.70,2082.15,4358.63,2082.21,144.91905,44.32834,09h39m40.57s,+44d19m42.0s,470.0,3402.000,4268.394,157.689,27.07,-9.076,0.040,14.606,0.055,1.0554,Yes
Auto_421,4816.49,1296.00,4816.49,1296.01,144.90372,44.67712,09h39m36.89s,+44d40m37.6s,497.0,3380.000,3916.363,158.590,24.69,-8.982,0.044,14.700,0.058,1.0554,No
Auto_422,4269.60,3251.62,4269.59,3251.59,145.20844,43.92892,09h40m50.02s,+43d55m44.1s,419.0,3379.000,3971.934,155.205,25.59,-8.998,0.042,14.684,0.057,1.0554,No
Auto_423,4843.49,1047.22,4843.51,1047.22,144.84482,44.76346,09h39m22.76s,+44d45m48.5s,420.0,3362.000,4144.769,156.281,26.52,-9.044,0.041,14.638,0.056,1.0554,No
Auto_424,2291.26,2440.75,2291.25,2440.77,144.08685,43.78819,09h36m20.84s,+43d47m17.5s,509.0,3337.000,3846.331,153.877,25.00,-8.963,0.043,14.719,0.057,1.0554,No
Auto_425,1211.52,2723.64,1211.54,2723.60,143.68611,43.47338,09h34m44.67s,+43d28m24.2s,456.0,3334.000,3764.435,154.887,24.30,-8.939,0.045,14.743,0.058,1.0554,No
Auto_426,1456.96,1262.15,1456.96,1262.17,143.37355,43.99532,09h33m29.65s,+43d59m43.2s,462.0,3332.000,3857.711,159.451,24.19,-8.966,0.045,14.716,0.059,1.0554,No
Auto_427,4706.71,2320.62,4706.69,2320.62,145.14498,44.32107,09h40m34.80s,+44d19m15.9s,411.0,3318.000,4023.130,158.774,25.34,-9.011,0.043,14.670,0.057,1.0554,No
Auto_428,4549.04,3289.94,4549.04,3289.95,145.34566,43.97281,09h41m22.96s,+43d58m22.1s,484.0,3311.000,3688.548,153.619,24.01,-8.917,0.045,14.765,0.059,1.0554,Yes
Auto_429,5388.73,1610.83,5388.77,1610.82,145.25516,44.68997,09h41m01.24s,+44d41m23.9s,401.0,3310.000,3954.244,154.336,25.62,-8.993,0.042,14.689,0.057,1.0554,Yes
Auto_430,2834.51,1270.64,2834.45,1270.68,143.99495,44.27929,09h35m58.79s,+44d16m45.4s,434.0,3310.000,3950.973,155.630,25.39,-8.992,0.043,14.690,0.057,1.0554,No
Auto_431,72.51,455.95,72.45,456.00,142.52480,43.96226,09h30m05.95s,+43d57m44.1s,304.0,3306.000,3919.270,157.867,24.83,-8.983,0.044,14.699,0.058,1.0554,No
Auto_432,5379.28,2819.27,5379.34,2819.31,145.59117,44.29335,09h42m21.88s,+44d17m36.1s,433.0,3302.000,4070.182,154.487,26.35,-9.024,0.041,14.658,0.056,1.0554,No
Auto_433,3148.86,677.70,3148.83,677.69,143.96562,44.53604,09h35m51.75s,+44d32m09.7s,478.0,3282.000,3722.174,157.253,23.67,-8.927,0.046,14.755,0.059,1.0554,No
Auto_434,1509.22,1331.14,1509.23,1331.17,143.41690,43.98404,09h33m40.06s,+43d59m02.6s,466.0,3247.000,3782.207,156.703,24.14,-8.944,0.045,14.737,0.059,1.0554,No
Auto_435,4203.86,502.27,4203.87,502.27,144.39527,44.80993,09h37m34.86s,+44d48m35.7s,393.0,3234.000,3649.580,153.466,23.78,-8.906,0.046,14.776,0.059,1.0554,No
Auto_436,123.72,440.80,123.68,440.78,142.54288,43.97793,09h30m10.29s,+43d58m40.6s,278.0,3231.000,4004.502,159.469,25.11,-9.006,0.043,14.675,0.057,1.0554,No
Auto_437,3299.01,1658.63,3298.98,1658.65,144.31690,44.24944,09h37m16.06s,+44d14m58.0s,525.0,3227.000,3528.156,156.189,22.59,-8.869,0.048,14.813,0.061,1.0554,No
Auto_438,3958.27,2952.97,3958.27,2952.99,144.98371,43.96323,09h39m56.09s,+43d57m47.6s,502.0,3226.000,3706.043,154.785,23.94,-8.922,0.045,14.760,0.059,1.0554,No
