id,ra_deg,dec_deg,V_mag,B_mag,raw_g,raw_r,raw_G,raw_BP,raw_RP
online_163,144.08184972665,44.08943525254,17.133242105684158,17.826162957568076,nan,nan,17.208015,17.441326,16.818375
online_164,144.10457995288,44.09899332719,15.89476675138688,16.782935986341887,nan,nan,16.01974,16.381104,15.491067
online_165,144.09838976445,44.09792443699,17.278976400188988,18.975454155436395,nan,nan,17.722282,18.7225,16.751734
online_166,144.07322366515,44.12481301225,17.373598673929607,18.127472158988034,nan,nan,17.462421,17.7436,17.037037
online_167,144.012907193,44.10984419622,16.744140913530995,18.74509591810666,nan,nan,17.326454,18.57979,16.213264
online_168,144.03826525623,44.12450728293,14.28107194768431,15.089174180517283,nan,nan,14.383666,14.688551,13.907776
online_169,144.04435933187,44.1485784511,17.292682208857073,18.90248992998308,nan,nan,17.696924,18.613386,16.75645
online_170,144.04521440222,44.16630936259,15.487038298398431,16.640075221210182,nan,nan,15.700973,16.247799,14.999041
online_171,144.09628147451,44.12980954706,16.932803311587897,17.77114319400014,nan,nan,17.043571,17.354692,16.53261
online_172,144.11550346026,44.14071648413,14.286537395785562,14.999802919387188,nan,nan,14.365826,14.614401,13.963519
online_173,144.13941958563,44.15483945282,14.808376569612205,15.908266663707805,nan,nan,15.002839,15.519294,14.342171
online_174,144.11897485726,44.17455248857,15.00502055550703,15.811356877905423,nan,nan,15.107148,15.412121,14.63376
online_175,144.21618823811,44.19852987257,17.272584684953173,18.051622347550076,nan,nan,17.367653,17.659695,16.918674
online_176,144.13656278912,44.19695370834,15.716422167691636,16.667628563142276,nan,nan,15.86061,16.26115,15.285355
online_177,144.15781079975,44.20873463351,16.91343039122855,18.009163850264777,nan,nan,17.106401,17.621334,16.449821
online_178,144.09199472556,44.17960988864,13.797644795386399,15.906408265163366,nan,nan,14.428677,15.785006,13.279922
online_179,144.09818271571,44.22184865359,16.809415202323578,18.02677194722816,nan,nan,17.047844,17.641712,16.306496
online_180,144.07893353819,44.22685052773,17.328427146660783,18.42773407859287,nan,nan,17.52268,18.042368,16.866032
online_181,144.15513674141,44.24741136413,13.105626014884344,14.161470720411856,nan,nan,13.284521,13.760786,12.643163
online_182,144.23788272932,44.28583834206,17.310157130660606,18.217697348095037,nan,nan,17.440891,17.804829,16.888414
online_183,144.24386210258,44.29543590491,17.59833735986461,19.163700981230974,nan,nan,17.982773,18.87494,17.076574
online_184,144.29614465707,44.28375842094,10.108414494288906,11.132307011833696,nan,nan,10.27636,10.730705,9.65632
online_185,144.2934563415,44.28547964583,14.668685862682771,16.281800031389082,nan,nan,15.074408,15.768446,13.907158
online_186,144.19289773284,44.28507468489,12.389168997443493,13.557637711572905,nan,nan,12.608891,13.173506,11.903981
online_187,144.23361523085,44.30049797481,15.44073033948534,16.453028475483237,nan,nan,15.604777,16.043482,14.984802
online_188,144.68393634064,44.0928295512,17.2364753743841,18.252962443690187,nan,nan,17.401926,17.853128,16.788773
online_189,144.65480470538,44.14545267633,17.543485785113607,19.404742708873467,nan,nan,18.061987,19.17627,16.990517
online_190,144.65870865261,44.16185877299,13.57887097636988,14.463429680274315,nan,nan,13.702785,14.063614,13.178496
online_191,144.65150905856,44.17087450305,17.405755706888282,18.51101503454586,nan,nan,17.602152,18.113842,16.929474
