id,ra_deg,dec_deg,V_mag,B_mag,raw_g,raw_r,raw_G,raw_BP,raw_RP
online_884,143.99867207,43.96675095,17.034890063407712,18.39856492018164,17.600000381469727,16.52400016784668,nan,nan,nan
online_885,143.61048765,43.66005767,16.33971043356738,17.044448593924816,16.591999053955078,16.128999710083008,nan,nan,nan
online_886,143.56181687,43.64797182,13.082428486834717,13.741622167565918,13.312999725341797,12.892999649047852,nan,nan,nan
online_887,143.55821149,43.67808897,16.902920193939206,17.806759786071783,17.25,16.600000381469727,nan,nan,nan
online_888,143.58016706,43.66903076,15.165475070996095,15.814089309606935,15.390999794006348,14.980999946594238,nan,nan,nan
online_889,143.62880005,43.69425629,13.863554511676515,14.493138657311036,14.079999923706055,13.687999725341797,nan,nan,nan
online_890,143.65621275,43.69824929,15.887404762573242,17.249989554748538,16.45199966430664,15.376999855041504,nan,nan,nan
online_891,143.5894218,43.6933473,16.27183881922436,17.043466053567887,16.555999755859375,16.030000686645508,nan,nan,nan
online_892,143.57380054,43.77061485,17.440602072279784,18.95729738131934,18.077999114990234,16.86199951171875,nan,nan,nan
online_893,143.69113067,43.7954173,15.061776172781247,16.09641509981104,15.470999717712402,14.699000358581543,nan,nan,nan
online_894,143.76965383,43.81023224,12.000814434860105,12.556539381317386,12.182000160217285,11.859999656677246,nan,nan,nan
online_895,143.71181775,43.79123749,10.526055812620726,10.778296951723881,10.562000274658203,10.529999732971191,nan,nan,nan
online_896,143.63775691,43.76909894,16.035298599602537,16.596290541883793,16.2189998626709,15.892000198364258,nan,nan,nan
online_897,143.66641243,43.80382381,17.886922339003416,18.402650500215824,18.048999786376953,17.764999389648438,nan,nan,nan
online_898,143.60932492,43.7988857,17.979915735237302,18.94477889634669,18.356000900268555,17.64900016784668,nan,nan,nan
online_899,143.71192889,43.86217982,17.478404426393535,18.001493149166055,17.643999099731445,17.35300064086914,nan,nan,nan
online_900,143.71330513,43.88587422,17.555313025658688,18.924435807813484,18.12299919128418,17.04199981689453,nan,nan,nan
online_901,143.69479062,43.87925883,15.27115334247632,16.75278990318213,15.892000198364258,14.708000183105469,nan,nan,nan
online_902,143.4896879,43.70914345,17.64953432773633,19.13883585502539,18.27400016784668,17.08300018310547,nan,nan,nan
online_903,143.51287371,43.80538999,17.126872326384767,18.378567358949223,17.638999938964844,16.666000366210938,nan,nan,nan
online_904,143.55456132,43.84748842,16.752059335668456,17.75661564262794,17.14699935913086,16.402999877929688,nan,nan,nan
online_905,143.56071959,43.81816317,17.30890227583691,18.14761112825782,17.625,17.035999298095703,nan,nan,nan
online_906,143.45747879,43.76878588,17.571874375499757,18.1065393196792,17.743000030517578,17.44099998474121,nan,nan,nan
online_907,143.4842846,43.81352539,16.431803399432848,17.96714307143459,17.077999114990234,15.845000267028809,nan,nan,nan
online_908,143.43369382,43.78123907,17.55088368293457,18.984393415991217,18.14900016784668,17.009000778198242,nan,nan,nan
online_909,143.43704926,43.78827424,14.271838336268432,15.043466584604248,14.555999755859375,14.029999732971191,nan,nan,nan
online_910,143.4598315,43.806778,16.381486097537962,17.701613475395266,16.926000595092773,15.890000343322754,nan,nan,nan
online_911,143.54921815,43.8444127,17.20736380073242,18.608114866796882,17.790000915527344,16.68000030517578,nan,nan,nan
online_912,143.52533238,43.85785407,17.82998692287036,18.725275070885257,18.17300033569336,17.5310001373291,nan,nan,nan
online_913,143.51246566,43.88774308,17.60180043145825,18.520613462034675,17.95599937438965,17.29199981689453,nan,nan,nan
online_914,143.52481462,43.89034415,17.496366272143554,18.034189193383792,17.66900062561035,17.36400032043457,nan,nan,nan
online_915,143.62355713,43.86550016,17.185626554556396,18.416721851214362,17.687999725341797,16.733999252319336,nan,nan,nan
online_916,143.64340293,43.86074131,11.935511021559934,12.575664960969487,12.156999588012695,11.755000114440918,nan,nan,nan
online_917,143.66336825,43.88766966,14.933370670944337,15.699683157623047,15.21500015258789,14.694000244140625,nan,nan,nan
online_918,143.66374973,43.89029188,14.479306036449707,15.256251246497559,14.765999794006348,14.234999656677246,nan,nan,nan
online_919,143.69424964,43.89775929,17.802331579416993,19.205264102518562,18.38599967956543,17.27400016784668,nan,nan,nan
online_920,143.63558726,43.91016085,14.553835414929198,15.468369651708985,14.906000137329102,14.246000289916992,nan,nan,nan
online_921,143.59829418,43.91232335,14.08236576097412,14.620188682214357,14.255000114440918,13.949999809265137,nan,nan,nan
online_922,143.55981077,43.92115604,17.1629124296284,18.48847709691996,17.709999084472656,16.66900062561035,nan,nan,nan
